Date;Hour;WS01;WS02;WS03;WS04;WS05;WS06;WS07;WS08;WS09;WS10;WS11;WS12;WS13;WS14;WS15;WS16;WS17;WS18;WS19;WS20;WS21;WS22;WS23;WS24;WS25;WS26;WS27;WS28;WS29;WS30;WS31;WS32;WS33;WS34;WS35;WS36
01.01.;21;0.86229924;0.837192629;0.8580684;0.908193828;0.689244304;0.8852752;0.407937297;0.491234585;0.086825768;0.331753959;0.241130684;0.271949174;0.110323789;0.894466091;0.26111911;0.874203292;0.091754188;0.174727677;0.569722633;0.47615555;0.680808317;0.72130842;0.677632417;0.659405644;0.180048519;0.666143745;0.854504438;0.887168944;0.880755848;0.715146769;0.187335444;0.846523019;0.822025994;0.892752664;0.741577626;0.734555235
01.01.;22;0.863484066;0.833601974;0.876948378;0.917363828;0.686380226;0.893798723;0.466899376;0.475055114;0.119760067;0.396716052;0.213564844;0.22168586;0.133736867;0.880634553;0.241160659;0.878513535;0.089946475;0.17064109;0.549183182;0.525799672;0.741777814;0.768413153;0.608808704;0.696358986;0.154863867;0.686168646;0.859073642;0.880608049;0.880978832;0.666799688;0.204673418;0.853917119;0.823766459;0.893597004;0.744829429;0.66641832
01.01.;23;0.860235753;0.826990073;0.890960535;0.922139869;0.642867772;0.89728182;0.521745362;0.455064772;0.183926415;0.439467616;0.19633938;0.181745951;0.168852032;0.844359173;0.226685145;0.876875356;0.084695595;0.16413123;0.564364649;0.57928679;0.798412445;0.795037848;0.555169543;0.738379968;0.149087949;0.711375092;0.862685948;0.878290717;0.874358044;0.62608914;0.22209978;0.861771382;0.820092613;0.89518935;0.731797081;0.592451088
01.01.;24;0.859580806;0.830294846;0.896973762;0.92304837;0.601718942;0.903532406;0.552392608;0.451216669;0.297995233;0.468644193;0.185109158;0.144851884;0.209721306;0.778622163;0.215850399;0.880462763;0.084357332;0.17065758;0.613556665;0.639257113;0.831260704;0.817559554;0.500336354;0.78140523;0.176035149;0.725049848;0.862870527;0.879412295;0.868061406;0.606571901;0.247282711;0.866397128;0.821257657;0.897369603;0.717786814;0.543890917
02.01.;1;0.865806308;0.830421352;0.899091279;0.923038483;0.56122236;0.905862532;0.551856716;0.458095337;0.430244459;0.507938427;0.181780911;0.127041025;0.244374167;0.690645463;0.196428733;0.882098589;0.07906044;0.179882732;0.681880374;0.688128403;0.843118267;0.828134067;0.450416806;0.80094769;0.225651196;0.736597771;0.86461466;0.880603795;0.869116972;0.596674411;0.284648549;0.874586105;0.830044562;0.895403689;0.718805531;0.515665238
02.01.;2;0.86471927;0.8420017;0.899342028;0.9140407;0.5060651;0.906054338;0.5224144;0.462042154;0.539844986;0.520894012;0.174927994;0.109851362;0.272151217;0.599124332;0.190439472;0.887629708;0.078655674;0.197043006;0.782548307;0.727830605;0.85194311;0.841006436;0.393798354;0.833856354;0.292839138;0.742223599;0.865883365;0.886269295;0.865279481;0.56784907;0.307733423;0.885714779;0.8335069;0.898673016;0.739591523;0.511905703
02.01.;3;0.86207291;0.85951385;0.896526751;0.8543166;0.450990809;0.9116124;0.481936237;0.45367249;0.629508313;0.525426819;0.162998526;0.097941016;0.288299457;0.505818811;0.187627027;0.893896514;0.076595847;0.217178929;0.854024358;0.755500431;0.857811896;0.854273475;0.344239494;0.857128413;0.352892631;0.753042039;0.861958205;0.885235975;0.868129752;0.526522034;0.327828177;0.892694495;0.836041937;0.900785079;0.774344533;0.538756567
02.01.;4;0.857519115;0.883469837;0.893057839;0.731101698;0.391894357;0.913471898;0.459768604;0.45091824;0.68960668;0.534022573;0.157805005;0.089457887;0.311668586;0.434944337;0.184873346;0.889476057;0.075405472;0.260401686;0.896819722;0.78010415;0.862734824;0.864398502;0.309240939;0.863535207;0.406643065;0.76714377;0.866291861;0.877951235;0.869406244;0.501565519;0.362229746;0.893996973;0.839609578;0.902748611;0.80549178;0.584718158
02.01.;5;0.858560782;0.900126461;0.883658607;0.60170317;0.333157408;0.914326703;0.428061906;0.433793068;0.732310506;0.569212485;0.146649986;0.078921095;0.356526302;0.39352093;0.181035641;0.873052062;0.074685012;0.289569426;0.919383981;0.80709456;0.847584404;0.875630282;0.280495911;0.865833748;0.478981601;0.772380185;0.884593175;0.872136618;0.87091243;0.480100704;0.414994156;0.894498945;0.844357213;0.903521015;0.827986798;0.657367138
02.01.;6;0.854805194;0.902822897;0.858309031;0.505653631;0.257381391;0.918204739;0.366246205;0.409638504;0.762175959;0.610498616;0.129604734;0.070554671;0.414509168;0.370341935;0.170353061;0.842383687;0.079508048;0.326648234;0.918978255;0.822002553;0.850213874;0.882988034;0.265555679;0.863409957;0.54852431;0.777408989;0.89039705;0.861874663;0.867886924;0.474133853;0.487345571;0.89096789;0.852862657;0.903896707;0.835176234;0.724259961
02.01.;7;0.842861;0.894791448;0.829658402;0.514072644;0.206994191;0.919255969;0.302106029;0.38739515;0.787222457;0.656947139;0.115282341;0.064236735;0.470005368;0.382331406;0.16843574;0.81154221;0.080837791;0.369461761;0.902321679;0.84106564;0.852174672;0.891496283;0.267141121;0.859230374;0.60867547;0.776280325;0.8915016;0.851512092;0.866366505;0.462312185;0.559371367;0.892231072;0.858639174;0.905751786;0.841069937;0.776305096
02.01.;8;0.823659713;0.877464154;0.80877209;0.557171843;0.174390693;0.921812364;0.249030672;0.359389176;0.802126067;0.698046021;0.103781876;0.062824824;0.520475714;0.450495248;0.172128946;0.777635601;0.07973848;0.419119278;0.885384309;0.849038534;0.862420506;0.896475948;0.281106608;0.852802327;0.63479705;0.763733391;0.89285654;0.839111733;0.868398638;0.448502972;0.625406606;0.895326126;0.864321071;0.905767328;0.849373345;0.796183018
02.01.;9;0.784287803;0.860733144;0.782146514;0.590508843;0.147909787;0.920471538;0.201251292;0.344618755;0.809859138;0.719866715;0.092941537;0.057915641;0.565577127;0.557192693;0.183041268;0.734747162;0.076893682;0.446008501;0.846649571;0.850705588;0.88775598;0.896894137;0.316074634;0.850851756;0.617175932;0.736837254;0.891543811;0.814651373;0.863948383;0.411538175;0.66525467;0.897795261;0.862602567;0.904766107;0.852601839;0.779228017
02.01.;10;0.723807921;0.840096744;0.756504383;0.635657778;0.131973857;0.912620355;0.178210773;0.336020868;0.815837678;0.731198116;0.092981047;0.052563309;0.607673789;0.664111128;0.212453069;0.685135843;0.07356743;0.450930067;0.788260118;0.851502009;0.885856335;0.896096944;0.389965864;0.847778256;0.564587673;0.698480283;0.892169882;0.784218228;0.862210842;0.368754159;0.695005834;0.901301138;0.863822556;0.902587577;0.859751124;0.720947606
02.01.;11;0.63449532;0.821992881;0.738960995;0.716134493;0.122594687;0.896745767;0.158066148;0.322945299;0.814306844;0.729095898;0.089326856;0.049298053;0.633337657;0.717896227;0.227994275;0.619868826;0.07178406;0.442279834;0.705973465;0.854175774;0.879285119;0.89815711;0.494477714;0.846949399;0.454783011;0.659887482;0.896846758;0.741009289;0.854131792;0.319275136;0.711325597;0.901427064;0.863002154;0.903123065;0.871047235;0.623303245
02.01.;12;0.551227324;0.79629674;0.749250175;0.792124842;0.109545471;0.863440693;0.136123211;0.321605056;0.829205943;0.72587078;0.095307185;0.04178169;0.653377694;0.754935014;0.243863599;0.547690434;0.076906812;0.41413951;0.596896022;0.853997473;0.876512843;0.898599632;0.593327005;0.844146223;0.319522253;0.616693967;0.898972779;0.686738282;0.845837773;0.273711017;0.709410488;0.896610709;0.864993169;0.90157634;0.878014891;0.48655164
